Subject,Condition,Trial index,Subject response,FINAL - total mechanisms,FINAL - total shape references,FINAL - abstract shape references,FINAL - concrete shape references,FINAL - total color references,FINAL - abstract color references,FINAL - concrete color references,FINAL - total purple dot references,FINAL - abstract purple dot references,FINAL - concrete purple dot references
user_1579305586898,Describe,5,It is a red circle with a purple dot and on the bottom a green square tilted to the corner also with a purple dot. the red circle and green square are attached at the corner.,0,2,0,2,2,0,2,2,0,2
user_1579305586898,Describe,6,It is a blue ninga star shape with a red circle attached to one of it's points.,0,2,0,2,2,0,2,0,0,0
user_1579305586898,Describe,7,It is a yellow square tilted so it loks like a diamond with a purple dot. Attached to it is a blue square also tilted to look like a diamond shape. the 2 squares are attached at the corners.,0,2,0,2,2,0,2,1,0,1
user_1579305586898,Describe,8,it is a green triangle with a purple dot and it is attached to a red oval also has a purple dot inside it. the oval is attached to the triangle's point and the triangle is upside down. the oval is under the triangle.,0,2,0,2,2,0,2,2,0,2
user_1579305710969,Describe,1,this is a favorite lure combination of this fish.,1,0,0,0,0,0,0,0,0,0
user_1579305710969,Describe,2,this lure combination is not the one to catch a fish.,0,0,0,0,0,0,0,0,0,0
user_1579305710969,Describe,3,with this lure combination won't catch a fish.,0,0,0,0,0,0,0,0,0,0
user_1579305710969,Describe,4,"this one is different but,it works to catch a fish.",0,0,0,0,0,0,0,0,0,0
user_1579305710969,Describe,5,this lure combination has red and purple color which is the same as the first one that my friend could catch a fish.,0,2,0,2,0,0,0,0,0,0
user_1579305710969,Describe,6,this lure combination is not proper for fishing.,0,0,0,0,0,0,0,0,0,0
user_1579305710969,Describe,7,this lure combination is different in shape and colors to compare with the first one.,0,0,0,0,0,0,0,0,0,0
user_1579305710969,Describe,8,this one is ugly,0,0,0,0,0,0,0,0,0,0
user_1579305885489,Describe,1,my friend caught one fish with this lure combination,0,0,0,0,0,0,0,0,0,0
user_1579305885489,Describe,2,this lure combination did not catch a fish because the circle was combined with a teardrop and it did not catch a fish.,0,2,0,2,0,0,0,0,0,0
user_1579305885489,Describe,3,it didn't catch a fish because it is a diamond shape with a green circle at the end.,0,2,0,2,1,0,1,0,0,0
user_1579305885489,Describe,4,i think this one caught the fish because it was a star shaped tips with a rectangular oval and so most likely the fish was attracted to this fish lure,1,2,0,2,0,0,0,0,0,0
user_1579305885489,Describe,5,it is a circle and a diamond shape so it seems to be that the combination of the two shapes is guaranteed to catch a fish,0,2,0,2,0,0,0,0,0,0
user_1579305885489,Describe,6,the blue four tip star and the small circle did not work because it did not follow the general shape of fish lures that the fish liked,0,2,0,2,0,0,0,0,0,0
user_1579305885489,Describe,7,this lure combination consists of a yellow diamond with a purple circle inside and a smaller blue tip at the end. so most likely the smaller shape has to have a point at its south end.,0,2,1,1,2,0,2,1,0,1
user_1579305885489,Describe,8,this lure combination has an upside down triangle and a small rectangle at its end.,0,2,0,2,0,0,0,0,0,0
user_1579305912827,Describe,1,"on the top there is an orange waterdrop-like lure with a purple round stuff on the right of the orange lure, and on the bottom there is a yellow triangle shaped lure.",0,2,0,2,2,0,2,1,0,1
user_1579305912827,Describe,2,on the top there is green round shaped lure and on the bottom there is a blue water-drop shaped lure.,0,2,1,1,2,0,2,0,0,0
user_1579305912827,Describe,3,on the top there is a yellow square shaped lure and on the bottom there is a green round shaped lure with a smaller round stuff (which is purple) on the right side of the green lure.,0,2,1,1,2,0,2,1,0,1
user_1579305912827,Describe,4,"a blue round-shaped lure on the top, and a yellow star-shaped lure on the bottom. inside the star there is a purple round stuff near the center of it.",0,2,1,1,2,0,2,1,0,1
user_1579305912827,Describe,5,On the top: orange round lure with a smaller purple round stuff inside of the lure; on the bottom: a green square lure with a purple round stuff inside of the square lure,0,2,1,1,2,0,2,2,0,2
user_1579305912827,Describe,6,A blue star on the top and an orange round-shaped lure on the bottom,0,2,1,1,2,0,2,0,0,0
user_1579305912827,Describe,7,on the top there is a yellow square-shaped lure with a round purple stuff on the top right side of the lure; on the bottom there is a blue smaller square lure,0,2,0,2,2,0,2,1,0,1
user_1579305912827,Describe,8,on the top there is a green triangle shaped lure with a round purple stuff inside that lure; on the bottom there is a orange round shaped lure with a smaller round purple stuff inside that lure,0,2,1,1,2,0,2,2,0,2
